,Model Year,Make,Model,Sold Price,Mileage,Base MSRP
177,2015,chevrolet,door,3300.0,85301.0,0.0
178,2015,chevrolet,door,8000.0,78800.0,0.0
179,2015,chevrolet,door,25000.0,80946.0,0.0
180,2015,chevrolet,door,6500.0,83173.0,0.0
181,2015,chevrolet,door,23800.0,85792.0,0.0
182,2020,kia,sorento,21500.0,11451.0,0.0
183,2014,buick,door,12000.0,31039.0,0.0
184,2017,ford,doors,4190.0,44174.0,0.0
185,2017,ford,doors,3160.0,31563.0,0.0
186,2017,ford,doors,4130.0,42426.0,0.0
187,2017,ford,doors,4080.0,61027.0,0.0
188,2008,ford,chassis,13000.0,93698.0,0.0
189,2008,ford,chassis,8000.0,132379.0,0.0
190,2016,infiniti,q70,18500.0,71967.0,0.0
191,1973,chevrolet,camaro,29800.0,46226.0,0.0
192,2003,ford,convertible,13000.0,58817.0,0.0
193,2016,mercedes-benz,vans,16600.0,110907.0,0.0
194,2016,mercedes-benz,vans,16600.0,97983.0,0.0
195,2003,ford,pk,7000.0,176567.0,0.0
196,2017,ford,srw,55000.0,15273.0,0.0
197,2017,ford,srw,54000.0,26241.0,0.0
198,2017,ford,srw,32500.0,28007.0,0.0
199,2017,ford,srw,15500.0,132150.0,0.0
200,2019,jeep,compass,16200.0,30061.0,0.0
201,2019,jeep,compass,16000.0,31594.0,0.0
202,2019,jeep,compass,15800.0,35595.0,0.0
203,2019,jeep,compass,15900.0,34502.0,0.0
204,2019,jeep,compass,17900.0,32501.0,0.0
205,2019,jeep,compass,18000.0,29245.0,0.0
206,2017,chevrolet,malibu,19000.0,18414.0,0.0
207,2017,chevrolet,malibu,18003.0,19117.0,0.0
208,2017,dodge,mpv,5580.0,46829.0,0.0
209,2017,buick,enclave,27000.0,32107.0,0.0
210,2019,chrysler,300,19600.0,42648.0,0.0
211,2019,chrysler,300,18500.0,38586.0,0.0
212,2019,chrysler,300,19300.0,34801.0,0.0
213,2019,chrysler,300,19400.0,33135.0,0.0
214,2019,chrysler,300,18300.0,41792.0,0.0
215,2019,jeep,cherokee,20000.0,38355.0,0.0
216,2019,jeep,cherokee,20700.0,31156.0,0.0
217,2019,jeep,cherokee,21100.0,28649.0,0.0
218,2017,buick,door,18100.0,46766.0,0.0
219,2017,buick,door,26400.0,25434.0,0.0
220,2017,buick,door,21500.0,23765.0,0.0
221,2017,buick,door,21500.0,14907.0,0.0
222,2017,buick,door,29000.0,17940.0,0.0
223,2020,chrysler,pacifica,23000.0,2473.0,0.0
224,2017,chevrolet,door,17800.0,52435.0,0.0
225,2017,chevrolet,door,18600.0,35200.0,0.0
226,2017,chevrolet,door,19405.0,39687.0,0.0
227,2017,chevrolet,door,7600.0,110489.0,0.0
228,2017,chevrolet,door,13200.0,50408.0,0.0
229,2017,chevrolet,door,7200.0,53273.0,0.0
230,2017,chevrolet,door,11200.0,85315.0,0.0
231,2017,chevrolet,door,11900.0,76211.0,0.0
232,2017,chevrolet,door,11200.0,79965.0,0.0
233,2017,chevrolet,door,13200.0,62739.0,0.0
234,2017,chevrolet,door,12700.0,58932.0,0.0
235,2017,chevrolet,door,12700.0,60733.0,0.0
236,2017,chevrolet,door,14000.0,38458.0,0.0
237,2017,chevrolet,door,21700.0,34420.0,0.0
238,2017,chevrolet,door,13500.0,46497.0,0.0
239,2017,chevrolet,door,9400.0,24009.0,0.0
240,2017,chevrolet,door,33000.0,67620.0,0.0
241,2017,chevrolet,door,10800.0,80516.0,0.0
242,2017,ford,door,6650.0,29942.0,0.0
243,2017,ford,door,4340.0,25602.0,0.0
244,2017,ford,door,4430.0,31792.0,0.0
245,2017,ford,door,4140.0,36732.0,0.0
246,2017,ford,door,4640.0,36139.0,0.0
247,2017,ford,door,4140.0,17617.0,0.0
248,2017,ford,door,9110.0,110316.0,0.0
249,2017,ford,door,9300.0,120353.0,0.0
250,2017,ford,door,15110.0,39333.0,0.0
251,2017,ford,door,8530.0,42104.0,0.0
252,2017,ford,door,9200.0,21770.0,0.0
253,2017,ford,door,28500.0,48086.0,0.0
254,2017,ford,door,10940.0,84916.0,0.0
255,2017,ford,door,15110.0,42289.0,0.0
256,2017,ford,door,15290.0,66582.0,0.0
257,2017,ford,door,4140.0,40747.0,0.0
258,2017,ford,door,4160.0,37176.0,0.0
259,2017,ford,door,15840.0,72445.0,0.0
260,2017,ford,door,4200.0,60219.0,0.0
261,2017,ford,door,12990.0,126523.0,0.0
262,2017,ford,door,3540.0,112893.0,0.0
263,2017,ford,door,4130.0,34061.0,0.0
264,2017,ford,door,4100.0,38815.0,0.0
265,2017,ford,door,5000.0,37321.0,0.0
266,2017,ford,door,725.0,67279.0,0.0
267,2017,ford,door,22800.0,67217.0,0.0
268,2017,ford,door,2500.0,78698.0,0.0
269,2017,ford,door,23702.0,49024.0,0.0
270,2017,ford,door,24800.0,46955.0,0.0
271,2017,ford,door,27003.0,57186.0,0.0
272,2017,ford,door,23100.0,53270.0,0.0
273,2017,ford,door,50412.0,47129.0,0.0
274,2017,ford,door,40514.0,90304.0,0.0
275,2017,ford,door,43402.0,62387.0,0.0
276,2017,ford,door,43009.0,76418.0,0.0
277,2017,ford,door,53500.0,55732.0,0.0
278,2017,ford,door,51502.0,27661.0,0.0
279,2017,ford,door,10000.0,35747.0,0.0
280,2017,ford,door,31003.0,72084.0,0.0
281,2017,ford,door,26012.0,19850.0,0.0
282,2017,ford,door,25001.0,27773.0,0.0
283,2017,ford,door,24811.0,28464.0,0.0
284,2017,ford,door,26400.0,36295.0,0.0
285,2017,ford,door,28500.0,92100.0,0.0
286,2017,ford,door,28000.0,99375.0,0.0
287,2017,ford,door,9000.0,72418.0,0.0
288,2017,ford,door,25000.0,119439.0,0.0
289,2017,ford,door,17700.0,119520.0,0.0
290,2017,ford,door,33000.0,36004.0,0.0
291,2017,ford,door,38000.0,47866.0,0.0
292,2017,ford,door,13800.0,39027.0,0.0
293,2017,ford,door,40000.0,23960.0,0.0
294,2017,ford,door,25500.0,41696.0,0.0
295,2017,ford,door,29900.0,9167.0,0.0
296,2017,ford,door,55000.0,43964.0,0.0
297,2017,ford,door,24800.0,37279.0,0.0
298,2017,ford,door,26800.0,30113.0,0.0
299,2017,ford,door,19400.0,27570.0,0.0
300,2017,ford,door,56500.0,30629.0,0.0
301,2017,ford,door,12800.0,38639.0,0.0
302,2017,ford,door,12500.0,31871.0,0.0
303,2017,ford,door,13000.0,42890.0,0.0
304,2017,ford,door,56500.0,23223.0,0.0
305,2017,ford,door,45500.0,66366.0,0.0
306,2017,ford,door,11000.0,43532.0,0.0
307,2017,ford,door,20000.0,85688.0,0.0
308,2017,ford,door,650.0,0.0,0.0
309,2017,ford,door,26000.0,99923.0,0.0
310,2017,ford,door,12800.0,33763.0,0.0
311,2017,ford,door,7700.0,85218.0,0.0
312,2017,ford,door,9200.0,57853.0,0.0
313,2017,ford,door,20400.0,59798.0,0.0
314,2017,ford,door,9000.0,96451.0,0.0
315,2017,ford,door,7800.0,108727.0,0.0
316,2017,ford,door,9400.0,43056.0,0.0
317,2017,ford,door,19200.0,104290.0,0.0
318,2017,ford,door,10100.0,45592.0,0.0
319,2017,ford,door,29000.0,42291.0,0.0
320,2017,ford,door,29000.0,48309.0,0.0
321,2017,ford,door,37200.0,44956.0,0.0
322,2017,ford,door,29000.0,29320.0,0.0
323,2017,ford,door,46200.0,94741.0,0.0
324,2017,ford,door,50200.0,92405.0,0.0
325,2017,ford,door,12000.0,104665.0,0.0
326,2017,ford,door,33100.0,103002.0,0.0
327,2017,ford,door,9705.0,72377.0,0.0
328,2017,ford,door,13000.0,33660.0,0.0
329,2017,ford,door,23500.0,42241.0,0.0
330,2017,ford,door,25000.0,45003.0,0.0
331,2017,ford,door,31000.0,1.0,0.0
332,2017,ford,door,29500.0,48707.0,0.0
333,2017,ford,door,24500.0,52084.0,0.0
334,2017,ford,door,28000.0,40286.0,0.0
335,2017,ford,door,42500.0,85278.0,0.0
336,2017,ford,door,12000.0,73846.0,0.0
337,2017,ford,door,25000.0,159182.0,0.0
338,2019,chrysler,pacifica,29100.0,25281.0,0.0
339,2017,bmw,x3,29400.0,23765.0,0.0
340,2017,bmw,x3,19700.0,61428.0,0.0
341,2017,chevrolet,camaro,18300.0,28395.0,0.0
342,2016,ford,door,24000.0,84413.0,0.0
343,2016,ford,door,11500.0,36855.0,0.0
344,2016,ford,door,19900.0,86826.0,0.0
345,2016,ford,door,28800.0,77638.0,0.0
346,2016,ford,door,13500.0,45757.0,0.0
347,2016,ford,door,17000.0,126802.0,0.0
348,2016,ford,door,3650.0,68142.0,0.0
349,2016,ford,door,8600.0,73321.0,0.0
350,2016,ford,door,13270.0,84035.0,0.0
351,2016,ford,door,9280.0,101380.0,0.0
352,2016,ford,door,7560.0,111476.0,0.0
353,2016,ford,door,8020.0,31944.0,0.0
354,2016,ford,door,7410.0,21034.0,0.0
355,2016,ford,door,7570.0,37252.0,0.0
356,2016,ford,door,13800.0,91606.0,0.0
357,2016,ford,door,15200.0,69003.0,0.0
358,2016,ford,door,4200.0,104383.0,0.0
359,2016,ford,door,36000.0,20047.0,0.0
360,2016,ford,door,30500.0,57936.0,0.0
361,2016,ford,door,35200.0,38830.0,0.0
362,2016,ford,door,25000.0,69305.0,0.0
363,2016,ford,door,26500.0,46098.0,0.0
364,2016,ford,door,9000.0,40437.0,0.0
365,2016,ford,door,2000.0,52883.0,0.0
366,2016,ford,door,3500.0,72851.0,0.0
367,2016,ford,door,46300.0,47531.0,0.0
368,2016,ford,door,22800.0,67546.0,0.0
369,2016,ford,door,7800.0,104867.0,0.0
370,2016,ford,door,9500.0,69829.0,0.0
371,2016,ford,door,14500.0,96151.0,0.0
372,2016,ford,door,14500.0,116519.0,0.0
373,2016,ford,door,12100.0,29367.0,0.0
374,2016,ford,door,8700.0,76572.0,0.0
375,2016,ford,door,17500.0,116730.0,0.0
376,2016,ford,door,11000.0,39851.0,0.0
377,2016,ford,door,28500.0,96129.0,0.0
378,2016,ford,door,25700.0,147935.0,0.0
379,2016,ford,door,36600.0,58902.0,0.0
380,2016,ford,door,13500.0,87686.0,0.0
381,2016,ford,door,11300.0,69402.0,0.0
382,2016,ford,door,5000.0,110826.0,0.0
383,2016,ford,door,11700.0,23803.0,0.0
384,2016,ford,door,6200.0,90946.0,0.0
385,2016,ford,door,5700.0,99941.0,0.0
386,2016,ford,door,4600.0,141603.0,0.0
387,2016,ford,door,14800.0,30325.0,0.0
388,2016,ford,door,6800.0,66655.0,0.0
389,2016,ford,door,22500.0,50423.0,0.0
390,2016,ford,door,24000.0,40371.0,0.0
391,2016,ford,door,4500.0,98625.0,0.0
392,2016,ford,door,5200.0,84338.0,0.0
393,2016,ford,door,9200.0,49094.0,0.0
394,2016,ford,door,14700.0,97526.0,0.0
395,2016,ford,door,4900.0,57084.0,0.0
396,2016,ford,door,12500.0,100947.0,0.0
397,2016,ford,door,2500.0,64999.0,0.0
398,2016,ford,door,7300.0,110253.0,0.0
399,2016,ford,door,17300.0,68666.0,0.0
400,2016,ford,door,8600.0,72607.0,0.0
401,2016,ford,door,13800.0,40774.0,0.0
402,2016,ford,door,8700.0,30735.0,0.0
403,2016,ford,door,19500.0,41233.0,0.0
404,2016,ford,door,25200.0,100943.0,0.0
405,2016,ford,door,32700.0,61477.0,0.0
406,2016,ford,door,36000.0,85649.0,0.0
407,2016,ford,door,7200.0,64111.0,0.0
408,2016,ford,door,17500.0,93164.0,0.0
409,2016,ford,door,26500.0,34679.0,0.0
410,2016,ford,door,22500.0,67979.0,0.0
411,2016,ford,door,10500.0,54251.0,0.0
412,2016,ford,door,11300.0,48080.0,0.0
413,2016,ford,door,34000.0,131754.0,0.0
414,2017,chevrolet,equinox,14900.0,12783.0,0.0
415,2017,chevrolet,equinox,13700.0,36421.0,0.0
416,2017,chevrolet,equinox,14200.0,28013.0,0.0
417,2017,chevrolet,equinox,17700.0,35664.0,0.0
418,2015,chrysler,door,7350.0,88227.0,0.0
419,2017,bmw,door,24500.0,17626.0,0.0
420,2015,dodge,challenger,39800.0,3641.0,0.0
421,2015,dodge,challenger,43400.0,7250.0,0.0
422,2015,dodge,challenger,46000.0,10145.0,0.0
423,2015,dodge,challenger,38800.0,26292.0,0.0
424,2015,dodge,challenger,42500.0,13740.0,0.0
425,2017,bmw,m,53500.0,29355.0,0.0
426,2015,ford,door,34000.0,42930.0,0.0
427,2015,ford,door,26500.0,61436.0,0.0
